train_acc,train_loss,val_acc,val_loss
0.04536842105263158,4.207451,0.068,4.0753055
0.09128421052631579,3.8484473,0.128,3.6484826
0.15374736842105263,3.513675,0.1668,3.4663177
0.2074526315789474,3.2143164,0.21760000000000002,3.0973754
0.25122105263157896,2.9632325,0.2024,3.4501345
0.29378947368421054,2.7457368,0.27399999999999997,2.853932
0.33042105263157895,2.564473,0.31,2.660398
0.36343157894736844,2.4115775,0.3468,2.5084095
0.3868631578947368,2.2962852,0.3732,2.3810756
0.41002105263157895,2.1887114,0.36680000000000007,2.4126856
0.42898947368421053,2.096123,0.3832,2.3518395
0.4485894736842106,2.0008898,0.40399999999999997,2.253538
0.4686105263157895,1.9278727,0.4488,2.0359771
0.4869894736842105,1.8539484,0.4116,2.3049433
0.4977894736842105,1.8055186,0.41519999999999996,2.287424
0.5090736842105263,1.7561313,0.4752,1.9303849
0.5198105263157895,1.7063944,0.5024000000000001,1.8392049
0.5316842105263158,1.6604232,0.49800000000000005,1.8692605
0.5443157894736842,1.6144555,0.47879999999999995,1.9288323
0.5509052631578948,1.5885259,0.5128,1.8043082
0.5589052631578948,1.5469741,0.512,1.7580425
0.5691578947368422,1.5110134,0.49,1.8651135
0.5745894736842105,1.4818077,0.5127999999999999,1.8213879
0.5827157894736843,1.4591681,0.5012,1.8782752
0.5894526315789473,1.4291294,0.5276000000000001,1.7525929
0.5937263157894737,1.4043223,0.5312,1.7204622
0.603221052631579,1.375451,0.5316000000000001,1.7363625
0.6058526315789473,1.3568803,0.5288,1.739727
0.6142947368421052,1.3302237,0.538,1.7090526
0.6204210526315791,1.308788,0.5396,1.7511182
0.6242736842105262,1.2895168,0.5444,1.7155815
0.6297894736842105,1.2699887,0.5419999999999999,1.7433885
0.6318315789473684,1.2531923,0.5379999999999999,1.7807614
0.638,1.2300057,0.5475999999999999,1.7309173
0.6422947368421054,1.21412,0.5584,1.6660852
0.6497894736842105,1.1876342,0.5296,1.7855676
0.6518526315789474,1.174973,0.5592,1.6795828
0.6567157894736844,1.1582736,0.5604,1.6706349
0.6605473684210527,1.1421225,0.5536000000000001,1.710466
0.6650526315789473,1.1229895,0.5568,1.7266595
0.6698736842105262,1.1102382,0.5572,1.7072732
0.6733052631578947,1.096162,0.5539999999999999,1.7684575
0.6763368421052631,1.0806715,0.5636,1.6916223
0.6802736842105263,1.0588231,0.5796000000000001,1.611211
0.6862105263157895,1.0424556,0.5736000000000001,1.7089145
0.6875789473684211,1.0272337,0.5708,1.742902
0.6933263157894737,1.0150585,0.5676,1.6933167
0.7004421052631579,0.99615735,0.5728,1.6993502
0.7010736842105263,0.98628426,0.5864,1.6175575
0.7046526315789473,0.9679087,0.5824,1.7026616
0.7099157894736842,0.96054536,0.5764,1.7033911
0.7114315789473684,0.94577605,0.584,1.6905249
0.7157052631578948,0.9303828,0.58,1.6564404
0.7203157894736841,0.9168114,0.5788,1.7124269
0.723642105263158,0.9038784,0.5840000000000001,1.6571028
0.7256210526315788,0.8937013,0.5736,1.716055
0.7273052631578948,0.8825949,0.5788,1.6967512
0.7294736842105263,0.8755326,0.5771999999999999,1.6896726
0.7349052631578947,0.8597345,0.592,1.6981859
0.7409894736842105,0.8396053,0.5811999999999999,1.7401608
0.7429263157894737,0.8283538,0.5912,1.7104361
0.7454315789473683,0.82479775,0.5900000000000001,1.723678
0.7505052631578948,0.8060719,0.5832,1.742389
0.7512210526315789,0.8029386,0.5912000000000001,1.6771411
0.7549263157894738,0.7880032,0.5892000000000001,1.7209135
0.7577894736842103,0.7770334,0.5872,1.7518873
0.761578947368421,0.7628047,0.5816,1.7240242
0.7635157894736843,0.7554528,0.5936,1.7421005
0.7678736842105264,0.74204177,0.5903999999999999,1.7427227
0.768378947368421,0.73557246,0.6,1.7288697
0.7740842105263157,0.7205403,0.6,1.7331218
0.7762315789473684,0.7159303,0.5983999999999999,1.740619
0.7761473684210527,0.7117287,0.6000000000000001,1.7308284
0.7796210526315791,0.7000121,0.6,1.7689188
0.7832842105263159,0.68991727,0.6004,1.7637835
0.7854105263157894,0.6871397,0.5983999999999999,1.7545767
0.7851368421052632,0.68063766,0.5976,1.7714201
0.7919157894736842,0.66522187,0.5932,1.7914627
0.7922947368421052,0.6578798,0.5972,1.7710468
0.7919999999999999,0.66015893,0.6008,1.7741154
0.7950315789473684,0.651078,0.6012000000000001,1.7860135
0.7957052631578947,0.6439557,0.5988,1.7995448
0.7989684210526315,0.6387942,0.5983999999999999,1.7758418
0.8001894736842106,0.6303542,0.6043999999999999,1.8011566
0.8015578947368421,0.6263667,0.6043999999999999,1.8042012
0.803242105263158,0.61842954,0.6032,1.801027
0.804357894736842,0.61621976,0.6,1.8125501
0.8060421052631579,0.6156535,0.5972,1.8112596
