train_acc,train_loss,val_acc,val_loss
0.009494736842105262,4.6086082,0.0104,4.606701
0.008947368421052631,4.6064515,0.0076,4.6063476
0.008673684210526316,4.606138,0.0076,4.6066446
0.009073684210526317,4.6060886,0.007599999999999999,4.6068535
0.009557894736842105,4.6059623,0.006400000000000001,4.6067715
0.008926315789473685,4.6059217,0.0068,4.6070833
0.008989473684210528,4.60594,0.0076,4.6068883
0.009136842105263157,4.6058273,0.006400000000000001,4.606718
0.008842105263157896,4.6058254,0.006400000000000001,4.6069427
0.009326315789473684,4.60582,0.0064,4.6067295
0.009621052631578949,4.6057506,0.0072,4.6067476
0.009305263157894737,4.605807,0.007200000000000001,4.606756
0.009663157894736842,4.60574,0.0076,4.60679
0.0092,4.6057405,0.0076,4.6069927
0.008547368421052633,4.6057434,0.0064,4.606834
0.00928421052631579,4.605726,0.0072,4.6067796
0.008947368421052631,4.6057224,0.006400000000000001,4.6069603
0.009515789473684212,4.6057,0.0072,4.6067324
0.009094736842105263,4.605684,0.0064,4.606956
0.00911578947368421,4.6056876,0.0072,4.60681
0.009726315789473684,4.605663,0.0064,4.6069026
0.009431578947368423,4.6056733,0.007200000000000001,4.6068697
0.009578947368421055,4.605624,0.0064,4.6068797
0.009263157894736843,4.605658,0.0064,4.606744
0.009557894736842105,4.6056046,0.0072,4.606862
0.008842105263157896,4.6055923,0.0064,4.6068935
0.009494736842105262,4.6056147,0.0076,4.6068
0.0088,4.6055684,0.0076,4.6067815
0.00983157894736842,4.605559,0.0064,4.606813
0.009136842105263157,4.6055555,0.0064,4.6067905
0.008821052631578946,4.6055593,0.0064,4.6067433
0.008863157894736842,4.6055346,0.0064,4.6068583
0.010084210526315791,4.6055374,0.0064,4.6068296
0.009431578947368423,4.605511,0.0064,4.6068444
0.008273684210526317,4.605529,0.0064,4.6068897
0.009094736842105263,4.6054883,0.0064,4.606787
0.009810526315789474,4.605537,0.0064,4.6067457
0.009326315789473686,4.605476,0.0064,4.606809
0.009305263157894737,4.605476,0.0064,4.6068587
0.008757894736842105,4.605476,0.006400000000000001,4.606785
0.008778947368421053,4.6054497,0.006400000000000001,4.606791
0.008884210526315791,4.6054387,0.0064,4.6067824
0.009178947368421054,4.6054454,0.006400000000000001,4.6068144
0.009894736842105262,4.6054215,0.0064,4.606874
0.008610526315789473,4.6054215,0.0064,4.606887
0.00928421052631579,4.60541,0.006400000000000001,4.6068983
0.01,4.6053987,0.0064,4.606859
0.00951578947368421,4.6054153,0.006400000000000001,4.6068654
0.009663157894736842,4.605379,0.0064,4.6068482
0.009684210526315788,4.6053843,0.0064,4.606863
0.009852631578947368,4.605368,0.0064,4.606859
0.009494736842105262,4.6053557,0.0068,4.6072316
0.009389473684210526,4.6054015,0.0064,4.6068387
0.00983157894736842,4.605345,0.0064,4.60683
0.009810526315789474,4.605339,0.006400000000000001,4.6068873
0.009452631578947369,4.605343,0.0064,4.606823
0.009326315789473686,4.6053247,0.0064,4.6068397
0.009263157894736843,4.6053247,0.0064,4.606837
0.009726315789473682,4.6053114,0.006400000000000001,4.6068435
0.009326315789473684,4.6053033,0.006400000000000001,4.60684
0.009578947368421055,4.605296,0.006400000000000001,4.606848
0.009536842105263158,4.6052985,0.006400000000000001,4.606863
0.009789473684210527,4.605289,0.0064,4.606839
0.009473684210526316,4.6052814,0.0064,4.6068816
0.009747368421052631,4.6052747,0.0064,4.606874
0.009936842105263159,4.605264,0.0064,4.6068754
0.010126315789473685,4.6052585,0.0064,4.6068406
0.009642105263157895,4.605256,0.0064,4.606865
0.009452631578947369,4.6052485,0.0064,4.606863
0.009557894736842105,4.6052427,0.006400000000000001,4.6068883
0.009873684210526316,4.6052322,0.0064,4.606866
0.00983157894736842,4.605227,0.0064,4.606872
0.009642105263157895,4.605226,0.0064,4.606864
0.009578947368421055,4.6052165,0.0063999999999999994,4.6068583
0.010042105263157896,4.6052094,0.006400000000000001,4.606859
0.01002105263157895,4.6052065,0.0064,4.606859
0.009684210526315788,4.6052012,0.0064,4.606858
0.00991578947368421,4.6051965,0.0064,4.6068554
0.010021052631578946,4.605191,0.006400000000000001,4.6068573
0.009663157894736842,4.6051855,0.0064,4.6068616
0.009957894736842107,4.6051807,0.0064,4.606853
0.00985263157894737,4.6051784,0.0064,4.60685
0.009705263157894736,4.6051755,0.006400000000000001,4.606849
0.010189473684210526,4.605171,0.006400000000000001,4.606854
0.009557894736842105,4.6051664,0.0064,4.606856
0.009789473684210527,4.605163,0.0064,4.6068563
0.009873684210526314,4.6051598,0.0064,4.6068525
0.00976842105263158,4.6051574,0.0063999999999999994,4.6068573
0.009957894736842107,4.6051526,0.0064,4.606858
0.009663157894736842,4.6051517,0.0064,4.606856
0.009894736842105263,4.6051483,0.006400000000000001,4.606857
0.010042105263157894,4.605146,0.006400000000000001,4.6068573
0.009915789473684211,4.6051445,0.0064,4.6068587
0.009978947368421053,4.605143,0.0064,4.60686
0.009705263157894738,4.605141,0.0064,4.606857
0.010021052631578946,4.6051397,0.0063999999999999994,4.6068597
0.010189473684210528,4.6051383,0.006400000000000001,4.606859
0.010189473684210526,4.6051373,0.0064,4.60686
0.010063157894736843,4.6051373,0.0064,4.606859
0.009957894736842107,4.605137,0.0064,4.606859
